graph_name,graph_order,graph_size,fitness_value,elapsed_time(microsecond)
mahindas,1260,7514,729,23119867
mahindas,1260,7514,729,22870764
mahindas,1260,7514,729,23218438
mahindas,1260,7514,729,22610349
mahindas,1260,7514,729,22516633
mahindas,1260,7514,729,22962585
mahindas,1260,7514,729,22746381
mahindas,1260,7514,729,23056480
mahindas,1260,7514,729,22765582
mahindas,1260,7514,729,22690520
mahindas,1260,7514,729,22961583
mahindas,1260,7514,729,22498277
mahindas,1260,7514,729,23220766
mahindas,1260,7514,729,22980338
mahindas,1260,7514,729,23015476
mahindas,1260,7514,729,22704763
mahindas,1260,7514,729,22930465
mahindas,1260,7514,729,22932378
mahindas,1260,7514,729,23020886
mahindas,1260,7514,729,22913868
mahindas,1260,7514,729,22892616
mahindas,1260,7514,729,22428702
mahindas,1260,7514,729,22505486
mahindas,1260,7514,729,22620048
mahindas,1260,7514,729,22742646
mahindas,1260,7514,729,22985026
mahindas,1260,7514,729,23073474
mahindas,1260,7514,729,22761279
mahindas,1260,7514,729,22915535
mahindas,1260,7514,729,22875343
